"usstate","local_year","local_month","comaxvalue","rank"
"California",2010,1,0.818607764390897,6
"Maryland",2010,1,0.816129032258065,7
"New York",2010,1,0.652,8
"North Carolina",2010,1,0.615909090909091,9
"New Hampshire",2010,1,0.612903225806452,10
"Louisiana",2010,1,0.606451612903226,11
"Kansas",2010,1,0.590322580645161,12
"Arkansas",2010,1,0.578571428571429,13
"Oregon",2010,1,0.574193548387097,14
"Pennsylvania",2010,1,0.538709677419355,15
"Texas",2010,1,0.472532188841202,16
"Illinois",2010,1,0.451282051282051,17
"Massachusetts",2010,1,0.435483870967742,18
"Maine",2010,1,0.401694915254237,19
"Oklahoma",2010,1,0.389090909090909,20
"Ohio",2010,1,0.366666666666667,21
"Idaho",2010,1,0.288888888888889,22
"North Dakota",2010,1,0.235483870967742,23
"Florida",2010,1,0.233333333333333,24
"Tennessee",2010,1,0.2,25
"South Carolina",2010,1,0.135483870967742,26
"Country Of Mexico",2010,2,1.88529411764706,1
"Maryland",2010,2,0.842857142857143,2
"Arkansas",2010,2,0.669642857142857,3
"Colorado",2010,2,0.668,4
"California",2010,2,0.636790923824959,5
"District Of Columbia",2010,2,0.628571428571429,6
"Oregon",2010,2,0.617857142857143,7
"Kansas",2010,2,0.617857142857143,8
"Arizona",2010,2,0.603571428571429,9
"New York",2010,2,0.566071428571429,10
"New Hampshire",2010,2,0.565217391304348,11
"Ohio",2010,2,0.539285714285714,12
"Pennsylvania",2010,2,0.521428571428571,13
"Illinois",2010,2,0.5,14
"North Carolina",2010,2,0.483928571428571,15
"Florida",2010,2,0.45,16
"Massachusetts",2010,2,0.392592592592593,17
"Oklahoma",2010,2,0.391666666666666,18
"Texas",2010,2,0.378538812785388,19
"Louisiana",2010,2,0.333333333333333,20
"Maine",2010,2,0.325,21
"Connecticut",2010,2,0.316,22
"Idaho",2010,2,0.303571428571429,23
"North Dakota",2010,2,0.253571428571429,24
"Tennessee",2010,2,0.207142857142857,25
"South Carolina",2010,2,0.12962962962963,26
"Country Of Mexico",2010,3,1.5695652173913,1
"District Of Columbia",2010,3,1.05161290322581,2
"Virginia",2010,3,0.9,3
"New Hampshire",2010,3,0.7,4
"Kansas",2010,3,0.593548387096774,5
"Arizona",2010,3,0.569354838709677,6
"New York",2010,3,0.565079365079365,7
"Illinois",2010,3,0.556,8
"Pennsylvania",2010,3,0.545945945945946,9
"Arkansas",2010,3,0.535483870967742,10
"Iowa",2010,3,0.5,11
"Oregon",2010,3,0.496774193548387,12
"Colorado",2010,3,0.493548387096774,13
"California",2010,3,0.481739130434783,14
"North Carolina",2010,3,0.47258064516129,15
"Maryland",2010,3,0.458064516129032,16
"Louisiana",2010,3,0.429032258064516,17
"Ohio",2010,3,0.416129032258065,18
"Florida",2010,3,0.409677419354839,19
"Massachusetts",2010,3,0.396774193548387,20
"Connecticut",2010,3,0.363333333333333,21
"Oklahoma",2010,3,0.360869565217391,22
"Texas",2010,3,0.335365853658537,23
"Maine",2010,3,0.314754098360655,24
"Idaho",2010,3,0.264516129032258,25
"North Dakota",2010,3,0.225806451612903,26
"Tennessee",2010,3,0.203225806451613,27
"Indiana",2010,3,0.2,28
"South Carolina",2010,3,0.125806451612903,29
"District Of Columbia",2010,4,1.30666666666667,1
"Country Of Mexico",2010,4,0.83,2
"New Hampshire",2010,4,0.78,3
"Kansas",2010,4,0.636666666666667,4
"Florida",2010,4,0.593333333333333,5
"Arkansas",2010,4,0.528333333333334,6
"New York",2010,4,0.476315789473684,7
"Ohio",2010,4,0.466666666666667,8
"Arizona",2010,4,0.465934065934066,9
"Oregon",2010,4,0.44,10
"Illinois",2010,4,0.416867469879518,11
"Pennsylvania",2010,4,0.412605042016807,12
"California",2010,4,0.405572755417957,13
"North Carolina",2010,4,0.398333333333333,14
"Colorado",2010,4,0.385294117647059,15
"Massachusetts",2010,4,0.356666666666667,16
"Maryland",2010,4,0.343478260869565,17
"Iowa",2010,4,0.341666666666667,18
"Connecticut",2010,4,0.338202247191011,19
"Texas",2010,4,0.317777777777778,20
"Louisiana",2010,4,0.296666666666667,21
"Idaho",2010,4,0.25,22
"North Dakota",2010,4,0.243333333333333,23
"Indiana",2010,4,0.236666666666667,24
"Maine",2010,4,0.23265306122449,25
"Tennessee",2010,4,0.223333333333333,26
"Oklahoma",2010,4,0.211538461538462,27
"Virginia",2010,4,0.19,28
"South Carolina",2010,4,0.106666666666667,29
"District Of Columbia",2010,5,1.44333333333333,1
"Country Of Mexico",2010,5,0.854054054054054,2
"Florida",2010,5,0.509677419354839,3
"Arkansas",2010,5,0.467741935483871,4
"Arizona",2010,5,0.464516129032258,5
"New Hampshire",2010,5,0.454838709677419,6
"New York",2010,5,0.444827586206896,7
"Ohio",2010,5,0.44,8
"Illinois",2010,5,0.398795180722892,9
"Pennsylvania",2010,5,0.391575091575091,10
"Kansas",2010,5,0.374193548387097,11
"Massachusetts",2010,5,0.374193548387097,12
"North Carolina",2010,5,0.369354838709677,13
"Oregon",2010,5,0.358064516129032,14
"Colorado",2010,5,0.35625,15
"Connecticut",2010,5,0.355056179775281,16
"Maryland",2010,5,0.348387096774194,17
"Oklahoma",2010,5,0.335483870967742,18
"California",2010,5,0.323203592814372,19
"Iowa",2010,5,0.314516129032258,20
"Texas",2010,5,0.296356275303644,21
"Louisiana",2010,5,0.281481481481481,22
"Maine",2010,5,0.274193548387097,23
"Indiana",2010,5,0.241935483870968,24
"North Dakota",2010,5,0.206451612903226,25
"Tennessee",2010,5,0.2,26
"Virginia",2010,5,0.190322580645161,27
"Idaho",2010,5,0.17741935483871,28
"South Carolina",2010,5,0.132258064516129,29
"Country Of Mexico",2010,6,0.905882352941176,1
"District Of Columbia",2010,6,0.683333333333333,2
"New Hampshire",2010,6,0.543333333333333,3
"Colorado",2010,6,0.42,4
"Arkansas",2010,6,0.408333333333333,5
"Pennsylvania",2010,6,0.407203389830508,6
"Illinois",2010,6,0.401234567901235,7
"Maryland",2010,6,0.4,8
"Connecticut",2010,6,0.381111111111111,9
"Massachusetts",2010,6,0.356666666666667,10
"Arizona",2010,6,0.356521739130435,11
"Florida",2010,6,0.353333333333333,12
"Kansas",2010,6,0.35,13
"North Carolina",2010,6,0.343333333333333,14
"Iowa",2010,6,0.333333333333333,15
"Oklahoma",2010,6,0.327586206896552,16
"New York",2010,6,0.308904109589041,17
"Maine",2010,6,0.303448275862069,18
"Oregon",2010,6,0.286666666666667,19
"California",2010,6,0.286656891495601,20
"Louisiana",2010,6,0.273076923076923,21
"Texas",2010,6,0.220940170940171,22
"Ohio",2010,6,0.213333333333333,23
"Tennessee",2010,6,0.196428571428571,24
"North Dakota",2010,6,0.17,25
"Idaho",2010,6,0.17,26
"South Carolina",2010,6,0.1,27
"Virginia",2010,6,0.0842105263157895,28
"Indiana",2010,6,0.0733333333333333,29
"District Of Columbia",2010,7,0.732258064516129,1
"Country Of Mexico",2010,7,0.674074074074074,2
"New Hampshire",2010,7,0.612903225806452,3
"Kansas",2010,7,0.503225806451613,4
"Arkansas",2010,7,0.467741935483871,5
"Florida",2010,7,0.416129032258065,6
"Illinois",2010,7,0.410666666666667,7
"Connecticut",2010,7,0.371764705882353,8
"Maryland",2010,7,0.370967741935484,9
"Massachusetts",2010,7,0.361290322580645,10
"Pennsylvania",2010,7,0.345323741007194,11
"North Carolina",2010,7,0.330645161290323,12
"Iowa",2010,7,0.310416666666667,13
"New York",2010,7,0.303333333333333,14
"Maine",2010,7,0.29344262295082,15
"California",2010,7,0.286849710982659,16
"Arizona",2010,7,0.25,17
"Louisiana",2010,7,0.241935483870968,18
"Oregon",2010,7,0.238709677419355,19
"Texas",2010,7,0.219047619047619,20
"Oklahoma",2010,7,0.206,21
"Idaho",2010,7,0.203225806451613,22
"Ohio",2010,7,0.187096774193548,23
"North Dakota",2010,7,0.174193548387097,24
"Indiana",2010,7,0.121428571428571,25
"South Carolina",2010,7,0.107142857142857,26
"Virginia",2010,7,0.0982758620689655,27
"District Of Columbia",2010,8,0.803225806451613,1
"Country Of Mexico",2010,8,0.645161290322581,2
"Kansas",2010,8,0.583870967741935,3
"Arkansas",2010,8,0.559677419354839,4
"Colorado",2010,8,0.55,5
"Illinois",2010,8,0.501724137931034,6
"North Carolina",2010,8,0.395161290322581,7
"Maryland",2010,8,0.392,8
"Florida",2010,8,0.380645161290323,9
"New Hampshire",2010,8,0.367741935483871,10
"Connecticut",2010,8,0.362650602409639,11
"Massachusetts",2010,8,0.338709677419355,12
"California",2010,8,0.328230337078652,13
"Iowa",2010,8,0.322413793103448,14
"Arizona",2010,8,0.320430107526882,15
"Maine",2010,8,0.30655737704918,16
"Pennsylvania",2010,8,0.301433691756272,17
"Oregon",2010,8,0.296774193548387,18
"New York",2010,8,0.284313725490196,19
"Oklahoma",2010,8,0.269491525423729,20
"Indiana",2010,8,0.264285714285714,21
"Idaho",2010,8,0.245161290322581,22
"Louisiana",2010,8,0.241935483870968,23
"Texas",2010,8,0.240983606557377,24
"North Dakota",2010,8,0.193548387096774,25
"Virginia",2010,8,0.17258064516129,26
"South Carolina",2010,8,0.0545454545454545,27
"District Of Columbia",2010,9,0.913333333333333,1
"Kansas",2010,9,0.9,2
"Country Of Mexico",2010,9,0.8,3
"Colorado",2010,9,0.6,4
"Indiana",2010,9,0.581481481481481,5
"Maryland",2010,9,0.555172413793103,6
"Oregon",2010,9,0.506666666666667,7
"Arkansas",2010,9,0.483928571428571,8
"Arizona",2010,9,0.482978723404255,9
"Illinois",2010,9,0.471641791044776,10
"California",2010,9,0.462768817204301,11
"North Carolina",2010,9,0.435,12
"New Hampshire",2010,9,0.426666666666667,13
"Florida",2010,9,0.396666666666667,14
"Oklahoma",2010,9,0.366666666666667,15
"Louisiana",2010,9,0.337037037037037,16
"Massachusetts",2010,9,0.33,17
"Maine",2010,9,0.31,18
"Iowa",2010,9,0.304444444444444,19
"New York",2010,9,0.300666666666667,20
"Texas",2010,9,0.300564971751412,21
"Connecticut",2010,9,0.290677966101695,22
"Idaho",2010,9,0.266666666666667,23
"Pennsylvania",2010,9,0.261693548387097,24
"Tennessee",2010,9,0.25,25
"Virginia",2010,9,0.206666666666667,26
"North Dakota",2010,9,0.176666666666667,27
"South Carolina",2010,9,0.08,28
"District Of Columbia",2010,10,1.10967741935484,1
"Arkansas",2010,10,0.775806451612903,2
"Kansas",2010,10,0.7,3
"Maryland",2010,10,0.658064516129032,4
"Oregon",2010,10,0.648387096774194,5
"Illinois",2010,10,0.615384615384615,6
"Florida",2010,10,0.607692307692308,7
"Georgia",2010,10,0.6,8
"North Carolina",2010,10,0.554838709677419,9
"Colorado",2010,10,0.485714285714286,10
"Arizona",2010,10,0.472903225806452,11
"Oklahoma",2010,10,0.451282051282051,12
"California",2010,10,0.43894297635605,13
"Iowa",2010,10,0.39344262295082,14
"Texas",2010,10,0.384239130434783,15
"New York",2010,10,0.373333333333334,16
"Idaho",2010,10,0.329032258064516,17
"Louisiana",2010,10,0.329032258064516,17
"Massachusetts",2010,10,0.325806451612903,19
"Virginia",2010,10,0.319354838709677,20
"Connecticut",2010,10,0.311111111111111,21
"Pennsylvania",2010,10,0.294901960784314,22
"Maine",2010,10,0.232727272727273,23
"North Dakota",2010,10,0.190322580645161,24
"Tennessee",2010,10,0.164516129032258,25
"South Carolina",2010,10,0.0923076923076923,26
"Country Of Mexico",2010,11,2.3125,1
"District Of Columbia",2010,11,1.55,2
"Maryland",2010,11,0.826923076923077,3
"Oregon",2010,11,0.8,4
"Arizona",2010,11,0.785234899328859,5
"North Carolina",2010,11,0.72,6
"California",2010,11,0.692930780559647,7
"Arkansas",2010,11,0.671666666666666,8
"Colorado",2010,11,0.671428571428571,9
"Georgia",2010,11,0.633333333333333,10
"Kansas",2010,11,0.59,11
"Pennsylvania",2010,11,0.583333333333333,12
"Illinois",2010,11,0.523913043478261,13
"Florida",2010,11,0.523333333333333,14
"New York",2010,11,0.501149425287356,15
"Massachusetts",2010,11,0.486666666666667,16
"Louisiana",2010,11,0.46,17
"Texas",2010,11,0.411428571428572,18
"Maine",2010,11,0.396491228070175,19
"Connecticut",2010,11,0.376666666666667,20
"Idaho",2010,11,0.336666666666667,21
"Oklahoma",2010,11,0.316666666666667,22
"North Dakota",2010,11,0.216666666666667,23
"Tennessee",2010,11,0.17,24
"Country Of Mexico",2010,12,3.68333333333333,1
"Arizona",2010,12,0.918709677419355,2
"District Of Columbia",2010,12,0.845161290322581,3
"California",2010,12,0.708762169680111,4
"Florida",2010,12,0.696774193548387,5
"Colorado",2010,12,0.696774193548387,5
"North Carolina",2010,12,0.651612903225807,7
"Massachusetts",2010,12,0.568965517241379,8
"Illinois",2010,12,0.56875,9
"Georgia",2010,12,0.554838709677419,10
"Arkansas",2010,12,0.55,11
"Nevada",2010,12,0.55,12
"Maryland",2010,12,0.532258064516129,13
"Louisiana",2010,12,0.5,14
"Oregon",2010,12,0.461290322580645,15
"Texas",2010,12,0.454545454545454,16
"Pennsylvania",2010,12,0.450819672131148,17
"Maine",2010,12,0.433333333333333,18
"New York",2010,12,0.412903225806452,19
"Idaho",2010,12,0.4,20
"Oklahoma",2010,12,0.348888888888889,21
"Kansas",2010,12,0.325,22
"Connecticut",2010,12,0.316071428571429,23
"North Dakota",2010,12,0.225806451612903,24
"Tennessee",2010,12,0.196774193548387,25
"Country Of Mexico",2011,1,2.14736842105263,1
"District Of Columbia",2011,1,1.2,2
"Arizona",2011,1,0.975308641975309,3
"Colorado",2011,1,0.95,4
"Oregon",2011,1,0.927586206896552,5
"Utah",2011,1,0.877419354838709,6
"Nevada",2011,1,0.819354838709677,7
"California",2011,1,0.752303860523039,8
"North Carolina",2011,1,0.713793103448276,9
"Maryland",2011,1,0.674193548387097,10
"New Jersey",2011,1,0.58,11
"Pennsylvania",2011,1,0.559677419354839,12
"Arkansas",2011,1,0.556451612903226,13
"Massachusetts",2011,1,0.545161290322581,14
"New Mexico",2011,1,0.541935483870968,15
"Delaware",2011,1,0.531034482758621,16
"Georgia",2011,1,0.52258064516129,17
"Florida",2011,1,0.516129032258065,18
"Illinois",2011,1,0.5,19
"New York",2011,1,0.486170212765957,20
"Texas",2011,1,0.484722222222222,21
"Maine",2011,1,0.45,22
"Connecticut",2011,1,0.420967741935484,23
"Idaho",2011,1,0.413636363636364,24
"Oklahoma",2011,1,0.386764705882353,25
"Kansas",2011,1,0.348148148148148,26
"Louisiana",2011,1,0.34,27
"Ohio",2011,1,0.332926829268293,28
"Minnesota",2011,1,0.332258064516129,29
"South Dakota",2011,1,0.268181818181818,30
"Hawaii",2011,1,0.238709677419355,31
"Iowa",2011,1,0.237931034482759,32
"North Dakota",2011,1,0.216129032258065,33
"Wyoming",2011,1,0.0709677419354839,34
"Country Of Mexico",2011,2,2.03076923076923,1
"District Of Columbia",2011,2,1.12142857142857,2
"Oregon",2011,2,0.778571428571428,3
"Arizona",2011,2,0.722619047619048,4
"New Jersey",2011,2,0.692857142857143,5
"Maryland",2011,2,0.660714285714286,6
"Florida",2011,2,0.607142857142857,7
"Arkansas",2011,2,0.605357142857143,8
"California",2011,2,0.604281767955801,9
"Nevada",2011,2,0.582142857142857,10
"Utah",2011,2,0.55,11
"Pennsylvania",2011,2,0.53015873015873,12
"Illinois",2011,2,0.525,13
"Georgia",2011,2,0.517857142857143,14
"Kansas",2011,2,0.510714285714286,15
"Colorado",2011,2,0.484615384615385,16
"Massachusetts",2011,2,0.478571428571429,17
"North Carolina",2011,2,0.459259259259259,18
"Oklahoma",2011,2,0.43974358974359,19
"New York",2011,2,0.436036036036036,20
"New Mexico",2011,2,0.425,21
"Maine",2011,2,0.419642857142857,22
"Idaho",2011,2,0.4,23
"Texas",2011,2,0.398469387755102,24
"Delaware",2011,2,0.38,25
"Connecticut",2011,2,0.371428571428571,26
"Ohio",2011,2,0.37037037037037,27
"Hawaii",2011,2,0.358928571428572,28
"Louisiana",2011,2,0.342857142857143,29
"Minnesota",2011,2,0.307407407407407,30
"South Dakota",2011,2,0.253571428571429,31
"Iowa",2011,2,0.253571428571429,31
"North Dakota",2011,2,0.2,33
"Wyoming",2011,2,0.0821428571428572,34
"Country Of Mexico",2011,3,1.54117647058824,1
"District Of Columbia",2011,3,0.729032258064516,2
"Florida",2011,3,0.706451612903226,3
"Indiana",2011,3,0.6,4
"Kansas",2011,3,0.541935483870968,5
"Arizona",2011,3,0.54025974025974,6
"Arkansas",2011,3,0.514516129032258,7
"California",2011,3,0.506380510440836,8
"Illinois",2011,3,0.483333333333333,9
"Maryland",2011,3,0.481481481481482,10
"Utah",2011,3,0.467741935483871,11
"Georgia",2011,3,0.461290322580645,12
"Oregon",2011,3,0.441935483870968,13
"Oklahoma",2011,3,0.422784810126582,14
"New Jersey",2011,3,0.412903225806452,15
"Colorado",2011,3,0.39,16
"North Carolina",2011,3,0.388524590163934,17
"Ohio",2011,3,0.369135802469136,18
"Massachusetts",2011,3,0.358064516129032,19
"Hawaii",2011,3,0.355,20
"Nevada",2011,3,0.345161290322581,21
"New Mexico",2011,3,0.338709677419355,22
"Texas",2011,3,0.332367149758454,23
"Pennsylvania",2011,3,0.321969696969697,24
"Delaware",2011,3,0.319047619047619,25
"New York",2011,3,0.309009009009009,26
"Louisiana",2011,3,0.306451612903226,27
"Maine",2011,3,0.304918032786885,28
"Virginia",2011,3,0.3,29
"Minnesota",2011,3,0.283870967741935,30
"Connecticut",2011,3,0.2578125,31
"Iowa",2011,3,0.240625,32
"South Dakota",2011,3,0.232258064516129,33
"North Dakota",2011,3,0.209677419354839,34
"Wyoming",2011,3,0.0548387096774194,35
"Country Of Mexico",2011,4,0.855555555555556,1
"District Of Columbia",2011,4,0.78,2
"Kansas",2011,4,0.566666666666667,3
"Illinois",2011,4,0.495,4
"New Jersey",2011,4,0.463333333333333,5
"Georgia",2011,4,0.460714285714286,6
"Ohio",2011,4,0.44390243902439,7
"Hawaii",2011,4,0.440000000000001,8
"Oregon",2011,4,0.39,9
"Utah",2011,4,0.379310344827586,10
"Arkansas",2011,4,0.355,11
"North Carolina",2011,4,0.341666666666667,12
"California",2011,4,0.341623036649215,13
"Pennsylvania",2011,4,0.338076923076923,14
"New York",2011,4,0.33728813559322,15
"Florida",2011,4,0.32,16
"Massachusetts",2011,4,0.32,17
"Arizona",2011,4,0.307692307692308,18
"Texas",2011,4,0.298543689320388,19
"Colorado",2011,4,0.296875,20
"Virginia",2011,4,0.296629213483146,21
"Oklahoma",2011,4,0.291304347826087,22
"Nevada",2011,4,0.283333333333333,23
"Louisiana",2011,4,0.28,24
"Iowa",2011,4,0.256603773584906,25
"Connecticut",2011,4,0.253333333333333,26
"Minnesota",2011,4,0.25,27
"Maryland",2011,4,0.248275862068966,28
"South Dakota",2011,4,0.24,29
"Maine",2011,4,0.231666666666667,30
"New Mexico",2011,4,0.23,31
"Indiana",2011,4,0.216666666666667,32
"North Dakota",2011,4,0.206666666666667,33
"Wyoming",2011,4,0.0448275862068966,34
"District Of Columbia",2011,5,0.732258064516129,1
"Kansas",2011,5,0.667741935483871,2
"Country Of Mexico",2011,5,0.592857142857143,3
"Georgia",2011,5,0.496774193548387,4
"Florida",2011,5,0.480645161290323,5
"Ohio",2011,5,0.445652173913043,6
"New Jersey",2011,5,0.445161290322581,7
"Illinois",2011,5,0.417567567567567,8
"North Carolina",2011,5,0.396,9
"Oregon",2011,5,0.387096774193548,10
"Colorado",2011,5,0.346666666666667,11
"Hawaii",2011,5,0.338333333333334,12
"Pennsylvania",2011,5,0.330188679245283,13
"New York",2011,5,0.319417475728155,14
"Massachusetts",2011,5,0.316129032258065,15
"California",2011,5,0.315802171290711,16
"Arizona",2011,5,0.302469135802469,17
"Arkansas",2011,5,0.296774193548387,18
"Utah",2011,5,0.293333333333333,19
"Maryland",2011,5,0.264516129032258,20
"Virginia",2011,5,0.260215053763441,21
"Delaware",2011,5,0.258823529411765,22
"Nevada",2011,5,0.258064516129032,23
"Connecticut",2011,5,0.244262295081967,24
"Iowa",2011,5,0.240322580645161,25
"Louisiana",2011,5,0.238709677419355,26
"Texas",2011,5,0.230917874396135,27
"Minnesota",2011,5,0.227272727272727,28
"South Dakota",2011,5,0.219354838709678,29
"Oklahoma",2011,5,0.21875,30
"North Dakota",2011,5,0.217391304347826,31
"New Mexico",2011,5,0.216129032258065,32
"Maine",2011,5,0.17258064516129,33
"Indiana",2011,5,0.138709677419355,34
"Wyoming",2011,5,0.0419354838709677,35
"Kansas",2011,6,0.613793103448276,1
"Country Of Mexico",2011,6,0.6,2
"District Of Columbia",2011,6,0.567857142857143,3
"Florida",2011,6,0.563333333333333,4
"Georgia",2011,6,0.43,5
"New Jersey",2011,6,0.416666666666667,6
"North Carolina",2011,6,0.413333333333333,7
"Virginia",2011,6,0.394186046511628,8
"Arkansas",2011,6,0.391666666666666,9
"Ohio",2011,6,0.383333333333333,10
"Colorado",2011,6,0.375,11
"Illinois",2011,6,0.371951219512195,12
"Massachusetts",2011,6,0.336666666666667,13
"New Mexico",2011,6,0.33448275862069,14
"New York",2011,6,0.313265306122449,15
"Arizona",2011,6,0.306779661016949,16
"California",2011,6,0.27843137254902,17
"Iowa",2011,6,0.277966101694915,18
"Utah",2011,6,0.273333333333333,19
"Oregon",2011,6,0.273333333333333,19
"Delaware",2011,6,0.26,21
"Hawaii",2011,6,0.251666666666667,22
"Connecticut",2011,6,0.250833333333333,23
"Louisiana",2011,6,0.25,24
"Maryland",2011,6,0.246666666666667,25
"Minnesota",2011,6,0.239285714285714,26
"Texas",2011,6,0.233333333333334,27
"South Dakota",2011,6,0.233333333333333,28
"Maine",2011,6,0.23,29
"Pennsylvania",2011,6,0.217472118959108,30
"Rhode Island",2011,6,0.21,31
"Nevada",2011,6,0.2,32
"North Dakota",2011,6,0.2,33
"Oklahoma",2011,6,0.2,33
"Indiana",2011,6,0.126666666666667,35
"Wyoming",2011,6,0.0964285714285715,36
"Kansas",2011,7,0.557142857142857,1
"Arkansas",2011,7,0.514516129032258,2
"District Of Columbia",2011,7,0.480645161290323,3
"Illinois",2011,7,0.418478260869565,4
"Ohio",2011,7,0.412345679012346,5
"Colorado",2011,7,0.393548387096774,6
"New Jersey",2011,7,0.385714285714286,7
"Georgia",2011,7,0.370967741935484,8
"North Carolina",2011,7,0.369354838709677,9
"Virginia",2011,7,0.364516129032258,10
"Massachusetts",2011,7,0.338709677419355,11
"Florida",2011,7,0.332258064516129,12
"New York",2011,7,0.303409090909091,13
"Pennsylvania",2011,7,0.28957528957529,14
"Hawaii",2011,7,0.285483870967742,15
"Connecticut",2011,7,0.277981651376147,16
"California",2011,7,0.277551020408163,17
"Maine",2011,7,0.270967741935484,18
"Delaware",2011,7,0.267741935483871,19
"Maryland",2011,7,0.266666666666667,20
"Iowa",2011,7,0.258064516129032,21
"Utah",2011,7,0.251612903225806,22
"Rhode Island",2011,7,0.248387096774194,23
"Minnesota",2011,7,0.237931034482759,24
"Louisiana",2011,7,0.236666666666667,25
"Nevada",2011,7,0.216129032258065,26
"Oregon",2011,7,0.212903225806452,27
"Arizona",2011,7,0.211475409836066,28
"South Dakota",2011,7,0.21,29
"Texas",2011,7,0.176571428571429,30
"Oklahoma",2011,7,0.168115942028985,31
"North Dakota",2011,7,0.167741935483871,32
"New Mexico",2011,7,0.141935483870968,33
"Indiana",2011,7,0.0387096774193548,34
"Wyoming",2011,7,0.0387096774193548,35
"Country Of Mexico",2011,8,0.878947368421053,1
"Kansas",2011,8,0.609677419354839,2
"District Of Columbia",2011,8,0.519354838709677,3
"Arkansas",2011,8,0.480645161290323,4
"Illinois",2011,8,0.473118279569892,5
"Florida",2011,8,0.448387096774194,6
"Virginia",2011,8,0.435955056179775,7
"New Jersey",2011,8,0.425,8
"Colorado",2011,8,0.412903225806452,9
"Georgia",2011,8,0.37741935483871,10
"Ohio",2011,8,0.362222222222222,11
"North Carolina",2011,8,0.351612903225806,12
"Massachusetts",2011,8,0.338709677419355,13
"California",2011,8,0.325161290322581,14
"Hawaii",2011,8,0.323809523809524,15
"Utah",2011,8,0.296774193548387,16
"Maryland",2011,8,0.292307692307692,17
"New York",2011,8,0.281927710843373,18
"Pennsylvania",2011,8,0.272834645669291,19
"Connecticut",2011,8,0.271900826446281,20
"Rhode Island",2011,8,0.27,21
"Iowa",2011,8,0.267741935483871,22
"Delaware",2011,8,0.264516129032258,23
"Minnesota",2011,8,0.258620689655172,24
"Louisiana",2011,8,0.235483870967742,25
"Maine",2011,8,0.232258064516129,26
"Nevada",2011,8,0.225806451612903,27
"South Dakota",2011,8,0.219354838709678,28
"Oregon",2011,8,0.219354838709678,29
"Oklahoma",2011,8,0.216129032258064,30
"Arizona",2011,8,0.212903225806452,31
"Texas",2011,8,0.197604790419162,32
"North Dakota",2011,8,0.190322580645161,33
"New Mexico",2011,8,0.135483870967742,34
"Wyoming",2011,8,0.0441176470588235,35
"Indiana",2011,8,0.0258064516129032,36
"District Of Columbia",2011,9,0.7,1
"Country Of Mexico",2011,9,0.630434782608696,2
"Arkansas",2011,9,0.528333333333334,3
"Florida",2011,9,0.52,4
"Colorado",2011,9,0.5,5
"Kansas",2011,9,0.496666666666667,6
"Oregon",2011,9,0.490909090909091,7
"Illinois",2011,9,0.486666666666667,8
"Georgia",2011,9,0.463333333333333,9
"New Jersey",2011,9,0.456666666666667,10
"Hawaii",2011,9,0.398333333333333,11
"North Carolina",2011,9,0.39,12
"California",2011,9,0.386066584463626,13
"Utah",2011,9,0.356666666666667,14
"Virginia",2011,9,0.356470588235294,15
"Ohio",2011,9,0.349333333333333,16
"Massachusetts",2011,9,0.343333333333333,17
"New York",2011,9,0.335869565217391,18
"Arizona",2011,9,0.325,19
"Maryland",2011,9,0.322222222222222,20
"Louisiana",2011,9,0.32,21
"Nevada",2011,9,0.31,22
"Iowa",2011,9,0.298148148148148,23
"South Dakota",2011,9,0.293333333333333,24
"Connecticut",2011,9,0.274166666666667,25
"Oklahoma",2011,9,0.273033707865168,26
"Delaware",2011,9,0.266666666666667,27
"Pennsylvania",2011,9,0.26188679245283,28
"Texas",2011,9,0.25398773006135,29
"Minnesota",2011,9,0.253333333333333,30
"Maine",2011,9,0.241666666666667,31
"Rhode Island",2011,9,0.233333333333333,32
"New Mexico",2011,9,0.182758620689655,33
"North Dakota",2011,9,0.176666666666667,34
"Indiana",2011,9,0.153333333333333,35
"Wyoming",2011,9,0.0763157894736842,36
"Country Of Mexico",2011,10,1.46818181818182,1
"District Of Columbia",2011,10,0.944827586206897,2
"Kansas",2011,10,0.738709677419355,3
"Arkansas",2011,10,0.701612903225807,4
"Arizona",2011,10,0.64125,5
"California",2011,10,0.616109045848823,6
"Colorado",2011,10,0.566666666666667,7
"New Jersey",2011,10,0.545161290322581,8
"Illinois",2011,10,0.537349397590361,9
"Utah",2011,10,0.517241379310345,10
"Georgia",2011,10,0.483870967741935,11
"Maryland",2011,10,0.4625,12
"Louisiana",2011,10,0.454838709677419,13
"North Carolina",2011,10,0.448387096774194,14
"Ohio",2011,10,0.437037037037037,15
"Virginia",2011,10,0.433333333333333,16
"Minnesota",2011,10,0.431578947368421,17
"Florida",2011,10,0.409677419354839,18
"Wyoming",2011,10,0.404347826086957,19
"Nevada",2011,10,0.4,20
"Iowa",2011,10,0.386111111111111,21
"Oregon",2011,10,0.375,22
"Hawaii",2011,10,0.363333333333333,23
"New York",2011,10,0.349152542372881,24
"Delaware",2011,10,0.341935483870968,25
"Oklahoma",2011,10,0.333783783783784,26
"Texas",2011,10,0.332758620689655,27
"Massachusetts",2011,10,0.332258064516129,28
"Pennsylvania",2011,10,0.29820788530466,29
"Rhode Island",2011,10,0.296774193548387,30
"Connecticut",2011,10,0.291228070175439,31
"New Mexico",2011,10,0.275,32
"South Dakota",2011,10,0.241935483870968,33
"Maine",2011,10,0.2125,34
